# Program:featureCounts v1.4.6-p3; Command:"subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "2" "-a" "annotation.gff" "-o" "counts_all_illumina.txt" "SRR10379721.bam" "SRR10379722.bam" "SRR10379724.bam" "SRR10379725.bam" "SRR10379726.bam" "SSR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379721.bam	SRR10379722.bam	SRR10379724.bam	SRR10379725.bam	SRR10379726.bam	SSR10379723.bam
gene-SAOUHSC_00656	CP000253.1	645295	645879	+	585	1055	1105	1507	3292	732	619
gene-SAOUHSC_00658	CP000253.1	645872	646234	+	363	654	578	744	1557	177	377
gene-SAOUHSC_00659	CP000253.1	646350	646847	+	498	11116	9498	17356	13829	504	7634
gene-SAOUHSC_00660	CP000253.1	647303	648370	+	1068	25769	27523	9817	9940	2304	33197
gene-SAOUHSC_00661	CP000253.1	648521	649564	+	1044	1428	1176	1146	1365	106	1241
gene-SAOUHSC_A00635	CP000253.1	649729	649917	-	189	30	14	36	50	12	57
gene-SAOUHSC_00662	CP000253.1	649893	650321	+	429	4693	3269	1227	985	89	3874
gene-SAOUHSC_00663	CP000253.1	650530	651036	-	507	2169	1641	3605	2806	290	964
gene-SAOUHSC_00664	CP000253.1	651149	652072	+	924	1599	1357	2182	3109	182	1108
gene-SAOUHSC_00665	CP000253.1	652088	652762	+	675	1207	846	1257	1218	117	869
gene-SAOUHSC_00666	CP000253.1	652755	653795	+	1041	1916	1297	1777	2172	258	1394
gene-SAOUHSC_00667	CP000253.1	653939	654700	+	762	2305	1828	9104	15138	1550	1540
gene-SAOUHSC_00668	CP000253.1	654690	656579	+	1890	5694	4331	10683	19309	601	4601
gene-SAOUHSC_00669	CP000253.1	657304	657921	+	618	3933	3384	4456	5154	364	3660
gene-SAOUHSC_00670	CP000253.1	657937	658944	+	1008	9095	7917	6691	5888	1519	6743
gene-SAOUHSC_00671	CP000253.1	659532	660329	-	798	6127	5358	12831	9975	3284	4048
gene-SAOUHSC_00672	CP000253.1	660690	661334	+	645	2653	1876	2714	3133	222	1734
gene-SAOUHSC_00673	CP000253.1	662031	664181	+	2151	1073	636	894	1506	104	841
gene-SAOUHSC_00674	CP000253.1	664261	664686	+	426	223	104	672	2001	43	188
gene-SAOUHSC_00675	CP000253.1	664876	665592	+	717	6422	5079	5766	6579	1550	4743
gene-SAOUHSC_00676	CP000253.1	665592	666065	+	474	4885	3693	3928	3515	872	3646
gene-SAOUHSC_00677	CP000253.1	666157	666273	+	117	10	3	16	15	2	8
gene-SAOUHSC_00678	CP000253.1	666418	667062	+	645	1866	1627	4754	7032	451	1250
gene-SAOUHSC_00679	CP000253.1	667178	668044	+	867	3931	3388	6801	9219	541	2957
gene-SAOUHSC_00680	CP000253.1	668104	668199	+	96	577	463	790	1791	210	487
gene-SAOUHSC_00681	CP000253.1	668245	669465	+	1221	3640	2988	3876	4664	584	2467
gene-SAOUHSC_00682	CP000253.1	669462	669950	+	489	1176	906	1709	2153	192	954
gene-SAOUHSC_00683	CP000253.1	670049	670738	-	690	467	310	1316	1730	104	310
gene-SAOUHSC_00684	CP000253.1	670865	671308	+	444	155	82	179	221	30	105
gene-SAOUHSC_00685	CP000253.1	671375	671770	+	396	959	616	1946	2719	162	561
gene-SAOUHSC_00686	CP000253.1	671908	672207	+	300	1934	1704	6334	6774	616	1185
gene-SAOUHSC_00687	CP000253.1	672287	672829	+	543	451	332	891	911	178	311
gene-SAOUHSC_00688	CP000253.1	672925	673491	-	567	4663	4820	18444	13858	10975	2679
gene-SAOUHSC_00689	CP000253.1	673493	673951	-	459	2797	2692	11258	10788	3505	1806
gene-SAOUHSC_00690	CP000253.1	673954	674637	-	684	4665	4122	20828	21464	3327	2801
gene-SAOUHSC_00691	CP000253.1	674809	675684	-	876	2612	2110	3637	6278	1257	1999
gene-SAOUHSC_00692	CP000253.1	675903	677534	+	1632	6268	4531	6945	8436	1543	4241
gene-SAOUHSC_00693	CP000253.1	677531	679204	+	1674	8658	6955	9551	9858	1008	6077
gene-SAOUHSC_00694	CP000253.1	679331	679774	-	444	77410	80086	82058	75802	10087	64041
gene-SAOUHSC_00695	CP000253.1	680001	680927	+	927	1560	1166	1853	1430	276	994
gene-SAOUHSC_00696	CP000253.1	681030	681938	+	909	3124	2288	3376	4732	662	2212
gene-SAOUHSC_00697	CP000253.1	681973	682260	+	288	396	192	489	570	49	382
gene-SAOUHSC_00698	CP000253.1	682543	684096	+	1554	3633	2580	2738	3391	725	2932
gene-SAOUHSC_00699	CP000253.1	684182	685555	+	1374	7567	5929	6986	9889	1912	6467
gene-SAOUHSC_00700	CP000253.1	685710	686057	-	348	1045	696	1038	993	106	747
gene-SAOUHSC_00701	CP000253.1	685991	686608	-	618	788	569	1144	1743	181	902
gene-SAOUHSC_00702	CP000253.1	686794	687216	-	423	927	780	1047	915	72	740
gene-SAOUHSC_00703	CP000253.1	687425	688591	+	1167	2294	1955	2123	2598	416	1997
gene-SAOUHSC_00704	CP000253.1	688884	689336	+	453	635	463	1169	1465	91	700
gene-SAOUHSC_00705	CP000253.1	689510	689992	+	483	545	372	441	939	99	439
gene-SAOUHSC_00706	CP000253.1	690242	691006	+	765	8698	6461	2821	5909	820	6294
gene-SAOUHSC_00707	CP000253.1	691003	691923	+	921	11795	10546	4354	14973	6571	8449
gene-SAOUHSC_00708	CP000253.1	691929	693887	+	1959	47920	40128	29903	67006	18172	33501
gene-SAOUHSC_00709	CP000253.1	693941	694114	-	174	742	397	556	303	50	474
gene-SAOUHSC_00710	CP000253.1	694195	695376	+	1182	1497	1028	1492	1927	379	838
gene-SAOUHSC_00711	CP000253.1	695597	696946	+	1350	5598	4639	16382	17472	1656	3551
gene-SAOUHSC_00712	CP000253.1	697168	698007	+	840	729	629	3483	5064	1336	371
gene-SAOUHSC_00713	CP000253.1	698139	699122	+	984	2351	1998	9969	10849	1800	1523
gene-SAOUHSC_00714	CP000253.1	699194	700249	-	1056	48420	33912	35657	40496	1775	27478
gene-SAOUHSC_00715	CP000253.1	700249	700935	-	687	31053	22216	27742	31467	1844	17657
gene-SAOUHSC_00716	CP000253.1	700910	701383	-	474	16177	11346	18542	15714	1009	9251
gene-SAOUHSC_00717	CP000253.1	701725	702165	-	441	24767	16837	24272	23690	476	13048
gene-SAOUHSC_00718	CP000253.1	702445	703029	-	585	2273	1221	1418	1503	208	2438
gene-SAOUHSC_00719	CP000253.1	703128	703841	-	714	8527	6526	3200	4507	1284	7689
gene-SAOUHSC_00720	CP000253.1	703845	704264	-	420	3121	2589	1244	1925	140	2858
gene-SAOUHSC_00721	CP000253.1	704266	704934	-	669	3400	2627	1109	1916	145	3292
gene-SAOUHSC_00722	CP000253.1	705285	705878	+	594	430	322	286	260	63	340
gene-SAOUHSC_00723	CP000253.1	705862	707013	+	1152	1223	824	747	1002	262	940
gene-SAOUHSC_00724	CP000253.1	707013	707621	+	609	834	632	614	914	98	700
gene-SAOUHSC_00725	CP000253.1	707687	707893	+	207	372	301	559	562	26	373
gene-SAOUHSC_00726	CP000253.1	707981	708691	+	711	1866	1380	2079	2769	248	1576
gene-SAOUHSC_00727	CP000253.1	708675	709679	+	1005	3309	2496	3281	3902	807	2816
gene-SAOUHSC_00728	CP000253.1	710153	712093	+	1941	252054	170449	75353	61564	6221	213768
gene-SAOUHSC_A00703	CP000253.1	712235	712393	-	159	17	11	20	26	0	21
gene-SAOUHSC_00729	CP000253.1	712364	714247	+	1884	18227	12093	9759	14135	2331	13779
gene-SAOUHSC_00730	CP000253.1	714259	716040	+	1782	32573	19981	14404	21477	2178	25404
gene-SAOUHSC_00731	CP000253.1	716262	717239	+	978	2007	1877	5287	7345	2807	1140
gene-SAOUHSC_00732	CP000253.1	717232	718746	+	1515	5504	4104	8800	11524	1621	3310
gene-SAOUHSC_00733	CP000253.1	718986	720044	+	1059	1002	877	6500	8462	1052	699
gene-SAOUHSC_00734	CP000253.1	720395	720937	+	543	2625	1935	5819	7025	574	1823
gene-SAOUHSC_00735	CP000253.1	721050	721148	+	99	356	244	706	1076	223	246
gene-SAOUHSC_00736	CP000253.1	721561	722478	-	918	10013	10552	19398	18136	3411	6631
gene-SAOUHSC_00737	CP000253.1	722569	722670	+	102	12	11	26	39	7	12
gene-SAOUHSC_00738	CP000253.1	722748	724253	-	1506	6938	6507	40726	41845	9085	4253
gene-SAOUHSC_00739	CP000253.1	724594	725094	-	501	2540	2029	1547	1974	505	2145
gene-SAOUHSC_00740	CP000253.1	725114	725848	-	735	3487	2718	2494	3318	186	2874
gene-SAOUHSC_00741	CP000253.1	726781	727179	+	399	3940	2849	10523	12982	1783	2632
gene-SAOUHSC_00742	CP000253.1	727082	729247	+	2166	37650	25854	92879	110398	12660	23957
gene-SAOUHSC_00743	CP000253.1	729365	730336	+	972	18466	12830	51884	59168	5625	11853
gene-SAOUHSC_00744	CP000253.1	730469	730573	+	105	385	172	88	57	52	207
gene-SAOUHSC_00745	CP000253.1	730850	731005	+	156	15	4	4	6	4	11
gene-SAOUHSC_00746	CP000253.1	731044	732015	+	972	1149	984	653	740	89	790
gene-SAOUHSC_00747	CP000253.1	732002	732958	+	957	828	620	392	471	14	702
gene-SAOUHSC_00748	CP000253.1	732955	733716	+	762	752	561	184	201	17	548
gene-SAOUHSC_00749	CP000253.1	733835	734863	+	1029	1637	1247	593	872	93	1245
gene-SAOUHSC_00751	CP000253.1	735180	735494	-	315	1299	1026	1486	1706	188	969
gene-SAOUHSC_00752	CP000253.1	735512	736435	-	924	2121	1468	2430	2382	561	1368
gene-SAOUHSC_00753	CP000253.1	736562	737080	-	519	342	277	681	797	34	239
gene-SAOUHSC_00754	CP000253.1	737200	738078	+	879	1881	1135	1312	1684	100	1393
gene-SAOUHSC_00755	CP000253.1	738232	738552	+	321	9297	8233	4212	4803	327	6616
gene-SAOUHSC_00756	CP000253.1	738977	740101	+	1125	4795	4665	3802	4851	1392	3419
gene-SAOUHSC_00757	CP000253.1	740290	741516	-	1227	10185	6932	6900	8200	2118	7088
gene-SAOUHSC_00758	CP000253.1	741530	742024	-	495	725	516	643	810	135	479
gene-SAOUHSC_00759	CP000253.1	742042	742803	-	762	861	610	784	830	142	582
gene-SAOUHSC_00760	CP000253.1	742999	744069	-	1071	26168	20013	4625	4260	331	27110
gene-SAOUHSC_00762	CP000253.1	744387	745442	+	1056	2913	2079	4066	5960	665	2317
gene-SAOUHSC_00763	CP000253.1	745612	746253	-	642	2456	1784	3033	3255	958	1353
gene-SAOUHSC_00764	CP000253.1	746397	746780	+	384	5112	3431	3961	2522	336	3855
gene-SAOUHSC_00765	CP000253.1	747288	748226	+	939	791	728	264	219	10	719
gene-SAOUHSC_00766	CP000253.1	748219	748893	+	675	762	555	369	452	67	568
gene-SAOUHSC_00767	CP000253.1	748954	749526	+	573	20470	17515	51050	68782	7091	10749
gene-SAOUHSC_00769	CP000253.1	749940	752471	+	2532	42036	32370	44184	54896	14878	25727
gene-SAOUHSC_00770	CP000253.1	752513	752617	+	105	87	63	102	126	44	82
gene-SAOUHSC_00771	CP000253.1	753021	753896	+	876	4046	2772	4312	6816	2162	2956
gene-SAOUHSC_00772	CP000253.1	754050	754157	+	108	23	11	16	17	4	20
gene-SAOUHSC_00773	CP000253.1	754305	755144	+	840	1477	1106	495	690	59	1152
gene-SAOUHSC_00774	CP000253.1	755318	755968	+	651	633	305	1910	2964	147	383
gene-SAOUHSC_00775	CP000253.1	755965	756201	+	237	224	106	527	607	23	119
gene-SAOUHSC_00776	CP000253.1	756470	757501	+	1032	5953	4294	2431	2583	460	4406
gene-SAOUHSC_00778	CP000253.1	757511	758527	+	1017	0	0	0	0	0	0
gene-SAOUHSC_A00747	CP000253.1	758565	758723	-	159	0	0	0	0	0	0
gene-SAOUHSC_00779	CP000253.1	758680	759654	+	975	7943	5629	3535	3822	551	5987
gene-SAOUHSC_00780	CP000253.1	759662	762508	+	2847	35449	25832	16016	15643	5590	29223
gene-SAOUHSC_00781	CP000253.1	763170	764102	+	933	2184	2049	6375	9551	1598	1247
gene-SAOUHSC_00782	CP000253.1	764108	764947	+	840	789	749	2825	4645	920	486
gene-SAOUHSC_00783	CP000253.1	764955	765440	+	486	569	495	1648	2596	330	363
gene-SAOUHSC_00784	CP000253.1	765448	766887	+	1440	2538	2001	4980	5888	400	1623
gene-SAOUHSC_00785	CP000253.1	766954	767889	+	936	9235	7490	15583	20815	7298	4181
gene-SAOUHSC_00786	CP000253.1	768263	768688	-	426	1509	1407	2143	2176	1469	826
gene-SAOUHSC_00787	CP000253.1	768982	769794	+	813	3512	3509	5168	8651	880	2214
gene-SAOUHSC_00788	CP000253.1	769791	770786	+	996	11297	12421	26993	35569	16603	7231
gene-SAOUHSC_00789	CP000253.1	770896	771840	+	945	16657	16008	27958	38990	8152	10709
gene-SAOUHSC_T0005	CP000253.1	772155	772226	-	72	166	177	385	532	77	111
gene-SAOUHSC_00790	CP000253.1	772413	773000	+	588	19174	15235	16079	13389	1579	11461
gene-SAOUHSC_00792	CP000253.1	773243	774145	-	903	3515	3416	15044	15984	4436	2461
gene-SAOUHSC_00793	CP000253.1	774848	775477	+	630	6315	6805	24526	44754	15537	4690
gene-SAOUHSC_00794	CP000253.1	776119	777132	+	1014	38821	30576	101899	74489	33455	24713
gene-SAOUHSC_00795	CP000253.1	777185	778195	+	1011	58028	47889	300993	267062	93871	34787
gene-SAOUHSC_00796	CP000253.1	778334	779524	+	1191	14556	10661	85494	81048	21419	8530
gene-SAOUHSC_00797	CP000253.1	779646	780407	+	762	14437	11908	79133	89932	22622	9145
gene-SAOUHSC_00798	CP000253.1	780410	781927	+	1518	29029	22345	147139	154437	86821	17653
gene-SAOUHSC_00799	CP000253.1	782057	783361	+	1305	39946	31369	153937	148900	104091	21653
gene-SAOUHSC_00800	CP000253.1	783701	784159	+	459	3642	2708	5197	5053	155	3237
gene-SAOUHSC_00801	CP000253.1	784184	784459	+	276	9404	8990	8351	13540	5818	7148
gene-SAOUHSC_00802	CP000253.1	784575	785315	+	741	16299	17054	9169	12632	1993	14723
gene-SAOUHSC_00803	CP000253.1	785349	787721	+	2373	71510	74627	49281	56371	11358	62885
gene-SAOUHSC_00804	CP000253.1	787743	788207	+	465	15659	15597	10736	14458	3402	13467
gene-SAOUHSC_00805	CP000253.1	788981	789262	+	282	218	152	185	184	13	170
gene-SAOUHSC_00806	CP000253.1	789529	789852	-	324	1248	731	332	536	46	1310
gene-SAOUHSC_00807	CP000253.1	789868	790014	-	147	887	503	213	245	51	655
gene-SAOUHSC_00808	CP000253.1	790206	790934	-	729	2156	1341	865	947	85	1832
gene-SAOUHSC_00809	CP000253.1	791370	791525	+	156	11	10	6	3	1	7
gene-SAOUHSC_00810	CP000253.1	791533	792054	+	522	189	220	507	913	135	166
gene-SAOUHSC_00811	CP000253.1	792193	792723	+	531	850	781	1590	2944	492	691
gene-SAOUHSC_00812	CP000253.1	792986	795769	+	2784	115746	118083	122982	112338	130685	74173
gene-SAOUHSC_00813	CP000253.1	795990	796109	+	120	149	129	170	75	20	109
gene-SAOUHSC_00814	CP000253.1	796163	797515	+	1353	2867	1850	2404	881	111	1889
gene-SAOUHSC_00816	CP000253.1	797866	798888	+	1023	1079	792	2066	1726	180	752
gene-SAOUHSC_00817	CP000253.1	799223	799693	+	471	580	475	994	882	259	300
gene-SAOUHSC_00818	CP000253.1	800034	800720	+	687	372	213	79	81	6	304
gene-SAOUHSC_00819	CP000253.1	801077	801277	+	201	52982	38285	91542	61427	14246	33128
gene-SAOUHSC_00820	CP000253.1	801773	801991	-	219	1869	1644	3087	2732	276	1406
gene-SAOUHSC_00821	CP000253.1	802053	802337	-	285	974	975	1840	1672	206	739
gene-SAOUHSC_00822	CP000253.1	802425	802994	-	570	593	544	974	1223	319	421
gene-SAOUHSC_00823	CP000253.1	803182	803370	-	189	1039	792	2301	1963	227	997
gene-SAOUHSC_00824	CP000253.1	803399	803659	-	261	995	752	2095	2745	316	825
gene-SAOUHSC_00825	CP000253.1	804000	804203	+	204	11153	14044	34740	56336	2818	8469
gene-SAOUHSC_00826	CP000253.1	804200	804436	-	237	3420	3536	11324	12902	646	2491
gene-SAOUHSC_00827	CP000253.1	804682	805242	+	561	7180	5445	1671	1401	456	6496
gene-SAOUHSC_00828	CP000253.1	805315	805932	-	618	1785	1375	6136	5595	539	1406
gene-SAOUHSC_00830	CP000253.1	806087	806581	-	495	8499	6957	7174	6329	464	6866
gene-SAOUHSC_00831	CP000253.1	806980	807402	-	423	2624	2943	6430	7519	3527	1820
gene-SAOUHSC_00832	CP000253.1	807550	808266	+	717	1027	811	656	695	43	747
gene-SAOUHSC_00833	CP000253.1	808349	808888	+	540	8774	6956	4353	6563	1393	5891
gene-SAOUHSC_00834	CP000253.1	809038	809358	-	321	1737	1323	2733	2252	843	798
gene-SAOUHSC_00835	CP000253.1	809502	809858	+	357	539	400	3173	5475	129	281
gene-SAOUHSC_00836	CP000253.1	810016	810396	+	381	4367	3631	11967	16617	1044	2711
gene-SAOUHSC_00837	CP000253.1	810460	810573	+	114	55	56	78	152	7	65
gene-SAOUHSC_00838	CP000253.1	810575	811453	+	879	1777	1709	1312	1249	129	1296
gene-SAOUHSC_00839	CP000253.1	811872	811985	+	114	240	204	184	203	61	174
gene-SAOUHSC_00840	CP000253.1	812195	812581	+	387	1155	1119	1658	1462	228	833
gene-SAOUHSC_00841	CP000253.1	812574	812870	+	297	564	616	1075	1214	157	510
gene-SAOUHSC_00842	CP000253.1	813120	814145	+	1026	13683	10627	30854	54293	11158	13206
gene-SAOUHSC_00843	CP000253.1	814138	814833	+	696	7323	5739	10934	20506	3897	6695
gene-SAOUHSC_00844	CP000253.1	814851	815672	+	822	15595	11174	16715	37196	3099	15853
gene-SAOUHSC_00845	CP000253.1	816026	816220	+	195	69354	54969	122873	130021	5858	36983
gene-SAOUHSC_00846	CP000253.1	816453	817304	-	852	28400	30698	15655	17750	5028	22122
gene-SAOUHSC_00847	CP000253.1	817632	818393	+	762	55197	57156	26798	26421	6108	42768
gene-SAOUHSC_00848	CP000253.1	818491	819798	+	1308	105951	98914	44233	37153	8516	79697
gene-SAOUHSC_00849	CP000253.1	819904	821154	+	1251	117569	109868	45495	47230	19335	89983
gene-SAOUHSC_00850	CP000253.1	821144	821608	+	465	51937	50034	18455	21091	7115	41121
gene-SAOUHSC_00851	CP000253.1	821759	823156	+	1398	129714	113144	49946	61920	9548	97916
gene-SAOUHSC_00852	CP000253.1	823343	823480	+	138	118	81	221	340	16	129
gene-SAOUHSC_00853	CP000253.1	823486	823800	-	315	148	110	305	202	18	139
gene-SAOUHSC_00854	CP000253.1	824165	825205	+	1041	2135	1797	6133	7007	1408	1343
gene-SAOUHSC_00855	CP000253.1	825219	826286	+	1068	1388	1183	3180	4149	2372	860
gene-SAOUHSC_00857	CP000253.1	826353	826451	+	99	88	68	50	87	47	57
gene-SAOUHSC_00858	CP000253.1	826499	827347	+	849	1162	895	1502	1754	131	625
gene-SAOUHSC_00859	CP000253.1	827360	828187	+	828	747	517	995	1121	237	464
gene-SAOUHSC_00860	CP000253.1	828214	829533	+	1320	2064	1612	2694	3298	378	1180
gene-SAOUHSC_00861	CP000253.1	829617	830534	+	918	10382	9756	17635	19017	4089	7164
gene-SAOUHSC_00862	CP000253.1	830664	831047	+	384	745	666	1373	1393	144	494
gene-SAOUHSC_00863	CP000253.1	831126	831392	-	267	940	724	897	1035	49	611
gene-SAOUHSC_00864	CP000253.1	831490	831924	+	435	430	373	944	1100	50	306
gene-SAOUHSC_00865	CP000253.1	831924	832703	+	780	1094	812	2007	2049	340	752
gene-SAOUHSC_00866	CP000253.1	832811	833695	+	885	2195	1750	2941	3510	646	1444
gene-SAOUHSC_00867	CP000253.1	833949	834059	+	111	1	1	1	4	1	2
gene-SAOUHSC_00868	CP000253.1	834056	834259	+	204	358	353	2263	8209	189	435
gene-SAOUHSC_00869	CP000253.1	834275	835732	+	1458	12736	11236	35705	53975	3372	8993
gene-SAOUHSC_00870	CP000253.1	835729	836943	+	1215	7314	5858	14820	14813	651	5800
gene-SAOUHSC_00871	CP000253.1	836961	837197	+	237	1698	1322	3091	5523	179	1672
gene-SAOUHSC_00872	CP000253.1	837194	838369	+	1176	12484	9655	18417	19902	1039	9125
gene-SAOUHSC_00873	CP000253.1	838632	838874	-	243	7074	4439	6275	5424	989	4507
gene-SAOUHSC_00874	CP000253.1	838975	839298	+	324	1167	613	472	498	56	902
gene-SAOUHSC_00875	CP000253.1	839357	840421	-	1065	11302	8841	9108	8588	3375	7354
gene-SAOUHSC_00876	CP000253.1	840738	840974	+	237	1286	940	1948	3016	465	628
gene-SAOUHSC_00877	CP000253.1	840987	841346	+	360	1849	1458	2981	3129	806	918
gene-SAOUHSC_00878	CP000253.1	841800	843008	+	1209	17531	13446	25361	27203	6334	10760
gene-SAOUHSC_00879	CP000253.1	843139	844614	+	1476	2241	1647	2665	3687	486	1151
gene-SAOUHSC_00880	CP000253.1	845025	846341	+	1317	7956	6867	9955	6424	1070	5331
gene-SAOUHSC_00881	CP000253.1	846360	846734	+	375	4855	4099	4569	4755	767	3194
gene-SAOUHSC_00882	CP000253.1	846790	847944	-	1155	8364	4419	341	474	67	3584
gene-SAOUHSC_00883	CP000253.1	848193	848549	-	357	2495	1634	3710	4517	457	1705
gene-SAOUHSC_00884	CP000253.1	848527	848820	-	294	831	693	1433	1444	743	541
gene-SAOUHSC_00885	CP000253.1	848820	849299	-	480	3023	2538	5471	9280	811	2422
gene-SAOUHSC_00886	CP000253.1	849301	850797	-	1497	7681	6573	13756	16283	2412	5281
gene-SAOUHSC_00887	CP000253.1	850790	851119	-	330	1814	1556	3448	5223	507	1209
gene-SAOUHSC_00888	CP000253.1	851131	851559	-	429	1797	1476	3767	4481	501	1240
gene-SAOUHSC_00889	CP000253.1	851552	853957	-	2406	9420	8036	21966	28530	4098	5902
gene-SAOUHSC_00890	CP000253.1	854088	854471	-	384	392	228	502	590	52	239
gene-SAOUHSC_00891	CP000253.1	854535	855128	+	594	4565	3303	5100	5278	2591	2619
gene-SAOUHSC_00892	CP000253.1	855577	855921	+	345	5854	5366	6989	8769	2171	3668
gene-SAOUHSC_00893	CP000253.1	856283	857410	+	1128	1663	1253	3290	5626	1770	800
gene-SAOUHSC_00894	CP000253.1	857718	858908	+	1191	5378	5788	15212	19479	2739	2936
gene-SAOUHSC_00895	CP000253.1	859017	860261	+	1245	17472	17163	24337	31573	7505	10864
gene-SAOUHSC_00896	CP000253.1	860487	860678	+	192	2004	1802	858	868	919	1065
gene-SAOUHSC_00897	CP000253.1	860764	861693	-	930	1287	986	1188	1529	187	1080
gene-SAOUHSC_00898	CP000253.1	861935	863314	-	1380	33519	30240	1904	8013	631	43941
gene-SAOUHSC_00899	CP000253.1	863304	864509	-	1206	17020	15222	1254	7235	1333	21890
gene-SAOUHSC_00900	CP000253.1	864860	866191	+	1332	9900	7077	21618	21581	3188	5537
gene-SAOUHSC_00901	CP000253.1	866516	867091	+	576	2664	1977	4208	7130	401	2103
gene-SAOUHSC_00902	CP000253.1	867096	867620	+	525	2624	2271	3798	5752	1136	2046
gene-SAOUHSC_00903	CP000253.1	867744	868211	+	468	2938	2529	2828	3677	273	1836
gene-SAOUHSC_00904	CP000253.1	868371	871847	+	3477	6828	5679	6367	7723	905	4791
gene-SAOUHSC_00905	CP000253.1	871848	875501	+	3654	13186	10662	10920	13008	2385	9850
gene-SAOUHSC_00906	CP000253.1	875667	876569	+	903	9450	7646	20087	25582	7521	5766
gene-SAOUHSC_00907	CP000253.1	876898	877287	+	390	1541	1078	1554	1656	503	1012
gene-SAOUHSC_00908	CP000253.1	877458	878774	-	1317	6576	5858	11909	13402	4822	3841
gene-SAOUHSC_00909	CP000253.1	878826	879650	-	825	3239	2641	4124	4548	778	2074
gene-SAOUHSC_00910	CP000253.1	879806	880072	+	267	2923	3094	5827	7456	915	1926
gene-SAOUHSC_00911	CP000253.1	880619	882433	+	1815	2957	1711	580	550	38	1907
gene-SAOUHSC_00912	CP000253.1	882636	885245	+	2610	370983	361542	59158	19004	1754	242779
gene-SAOUHSC_00913	CP000253.1	885304	886173	-	870	478	587	92	65	2	498
gene-SAOUHSC_00914	CP000253.1	886283	887428	+	1146	639	897	63	47	4	629
gene-SAOUHSC_00915	CP000253.1	887412	888053	+	642	312	448	75	84	10	388
gene-SAOUHSC_00916	CP000253.1	888046	889164	+	1119	231	225	145	130	14	229
gene-SAOUHSC_00917	CP000253.1	889148	889663	+	516	259	317	187	216	25	199
gene-SAOUHSC_00918	CP000253.1	889974	890408	+	435	2082	1662	735	676	474	1760
gene-SAOUHSC_00919	CP000253.1	890665	890850	-	186	1677	1348	3829	2771	123	1033
gene-SAOUHSC_00920	CP000253.1	891145	892086	+	942	2069	1643	4096	7695	3228	1596
gene-SAOUHSC_00921	CP000253.1	892098	893342	+	1245	8508	6826	17900	27812	16679	6039
gene-SAOUHSC_00922	CP000253.1	893397	893768	-	372	91	51	302	262	14	48
gene-SAOUHSC_00923	CP000253.1	894011	894937	+	927	564	439	5235	4855	470	416
gene-SAOUHSC_00924	CP000253.1	894937	896007	+	1071	774	641	4839	5576	1100	609
gene-SAOUHSC_00925	CP000253.1	896024	897106	+	1083	1567	1392	7963	11653	3099	1434
gene-SAOUHSC_00926	CP000253.1	897096	898037	+	942	1781	1326	8333	12497	3042	1744
gene-SAOUHSC_00927	CP000253.1	898056	899711	+	1656	7290	4957	22710	30765	6603	6443
gene-SAOUHSC_00928	CP000253.1	899923	901638	+	1716	607	337	461	718	108	348
gene-SAOUHSC_00929	CP000253.1	901689	902675	+	987	290	165	194	271	20	174
gene-SAOUHSC_00930	CP000253.1	902678	903658	+	981	395	217	310	445	75	238
gene-SAOUHSC_00931	CP000253.1	903651	904613	+	963	396	202	773	963	52	265
gene-SAOUHSC_00932	CP000253.1	904625	905506	+	882	641	388	441	561	136	430
gene-SAOUHSC_00933	CP000253.1	905548	906537	-	990	4150	2803	5226	6504	543	3347
gene-SAOUHSC_00934	CP000253.1	906832	907227	+	396	377314	306614	203599	252830	36562	283089
gene-SAOUHSC_00935	CP000253.1	907598	908317	+	720	34313	29852	31544	39610	3339	19274
gene-SAOUHSC_00936	CP000253.1	908438	909424	+	987	307	248	90	149	12	255
gene-SAOUHSC_00937	CP000253.1	909472	911280	+	1809	1374	910	5947	8278	829	795
gene-SAOUHSC_00938	CP000253.1	911740	912546	-	807	3428	2576	3554	4270	467	2193
gene-SAOUHSC_00939	CP000253.1	912569	912886	-	318	1395	1010	2215	2638	196	813
gene-SAOUHSC_00940	CP000253.1	913038	913631	-	594	624	437	1342	1010	74	341
gene-SAOUHSC_00941	CP000253.1	913817	914164	+	348	1503	1216	2084	2998	123	1033
gene-SAOUHSC_00942	CP000253.1	914181	914816	+	636	4080	3414	4850	6845	965	2633
gene-SAOUHSC_00943	CP000253.1	914833	915642	+	810	7014	5787	7203	8067	1558	4552
gene-SAOUHSC_00944	CP000253.1	915639	916493	+	855	2336	1714	2455	3416	471	1651
gene-SAOUHSC_00945	CP000253.1	916514	917899	+	1386	3636	3199	3903	6290	1154	2790
gene-SAOUHSC_00946	CP000253.1	917909	919753	+	1845	6153	5052	7491	8817	1212	4742
gene-SAOUHSC_00947	CP000253.1	920031	920801	+	771	11155	8696	13964	13800	1617	7362
gene-SAOUHSC_00948	CP000253.1	920996	922081	-	1086	4052	3313	12196	12179	681	2962
gene-SAOUHSC_00949	CP000253.1	922423	923991	+	1569	1119	1148	17341	19955	2329	726
gene-SAOUHSC_00950	CP000253.1	924133	924891	+	759	846	730	2369	2413	257	626
gene-SAOUHSC_00951	CP000253.1	925085	925594	+	510	9987	7090	13990	15292	1083	6452
