# Program:featureCounts v1.4.6-p3; Command:"../subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-s" "1" "-T" "2" "-a" "../annotation.gff" "-o" "counts_final.txt" "SRR10379721.bam" "SRR10379722.bam" "SRR10379724.bam" "SRR10379725.bam" "SRR10379726.bam" "SSR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379721.bam	SRR10379722.bam	SRR10379724.bam	SRR10379725.bam	SRR10379726.bam	SSR10379723.bam
gene-SAOUHSC_00706	CP000253.1	690242	691006	+	765	8407	6324	2765	5860	819	6137
gene-SAOUHSC_00707	CP000253.1	691003	691923	+	921	11613	10425	4311	14933	6563	8364
gene-SAOUHSC_00708	CP000253.1	691929	693887	+	1959	47526	39892	29832	66940	18163	33267
gene-SAOUHSC_00709	CP000253.1	693941	694114	-	174	2	0	2	0	0	4
gene-SAOUHSC_00710	CP000253.1	694195	695376	+	1182	1185	863	1441	1890	379	636
gene-SAOUHSC_00711	CP000253.1	695597	696946	+	1350	5417	4526	16340	17440	1652	3418
gene-SAOUHSC_00712	CP000253.1	697168	698007	+	840	610	545	3470	5044	1336	276
gene-SAOUHSC_00713	CP000253.1	698139	699122	+	984	2032	1712	9923	10814	1799	1241
gene-SAOUHSC_00714	CP000253.1	699194	700249	-	1056	48181	33733	35278	40018	1764	27322
gene-SAOUHSC_00715	CP000253.1	700249	700935	-	687	30864	22068	27604	31344	1834	17505
gene-SAOUHSC_00716	CP000253.1	700910	701383	-	474	15912	11148	18366	15541	997	9077
gene-SAOUHSC_00717	CP000253.1	701725	702165	-	441	24600	16753	24125	23525	467	12922
gene-SAOUHSC_00718	CP000253.1	702445	703029	-	585	2232	1201	1389	1475	202	2404
gene-SAOUHSC_00719	CP000253.1	703128	703841	-	714	8355	6425	3081	4397	1275	7579
gene-SAOUHSC_00720	CP000253.1	703845	704264	-	420	3024	2532	1205	1877	134	2805
gene-SAOUHSC_00721	CP000253.1	704266	704934	-	669	3271	2533	1048	1888	137	3190
gene-SAOUHSC_00722	CP000253.1	705285	705878	+	594	262	188	232	228	57	184
gene-SAOUHSC_00723	CP000253.1	705862	707013	+	1152	928	630	648	924	259	708
gene-SAOUHSC_00724	CP000253.1	707013	707621	+	609	722	568	589	893	95	619
gene-SAOUHSC_00725	CP000253.1	707687	707893	+	207	312	269	544	555	25	318
gene-SAOUHSC_00726	CP000253.1	707981	708691	+	711	1724	1297	2058	2761	248	1455
gene-SAOUHSC_00727	CP000253.1	708675	709679	+	1005	3041	2305	3105	3782	796	2582
gene-SAOUHSC_00728	CP000253.1	710153	712093	+	1941	251713	170294	75219	61462	6215	213606
gene-SAOUHSC_A00703	CP000253.1	712235	712393	-	159	22	8	4	1	0	19
gene-SAOUHSC_00729	CP000253.1	712364	714247	+	1884	17970	11955	9764	14147	2329	13629
gene-SAOUHSC_00730	CP000253.1	714259	716040	+	1782	32331	19790	14311	21384	2172	25247
gene-SAOUHSC_00731	CP000253.1	716262	717239	+	978	1870	1760	5256	7324	2804	1045
gene-SAOUHSC_00732	CP000253.1	717232	718746	+	1515	5394	4035	8770	11510	1619	3244
gene-SAOUHSC_00733	CP000253.1	718986	720044	+	1059	611	539	6390	8415	1046	396
gene-SAOUHSC_00734	CP000253.1	720395	720937	+	543	1899	1285	4860	6217	478	1232
gene-SAOUHSC_00735	CP000253.1	721050	721148	+	99	278	199	486	748	143	203
gene-SAOUHSC_00736	CP000253.1	721561	722478	-	918	9738	10349	19158	17903	3387	6439
gene-SAOUHSC_00737	CP000253.1	722569	722670	+	102	10	9	16	25	4	12
gene-SAOUHSC_00738	CP000253.1	722748	724253	-	1506	6676	6308	40523	41693	9060	4052
gene-SAOUHSC_00739	CP000253.1	724594	725094	-	501	2470	1974	1481	1931	497	2096
gene-SAOUHSC_00740	CP000253.1	725114	725848	-	735	3341	2617	2388	3196	172	2763
gene-SAOUHSC_00741	CP000253.1	726781	727179	+	399	3851	2798	10502	12965	1780	2586
gene-SAOUHSC_00742	CP000253.1	727082	729247	+	2166	37452	25734	92794	110326	12652	23854
gene-SAOUHSC_00743	CP000253.1	729365	730336	+	972	18311	12753	51830	59131	5624	11778
gene-SAOUHSC_00744	CP000253.1	730469	730573	+	105	37	14	15	11	14	20
gene-SAOUHSC_00745	CP000253.1	730850	731005	+	156	6	0	1	3	4	5
gene-SAOUHSC_00746	CP000253.1	731044	732015	+	972	720	684	443	496	54	484
gene-SAOUHSC_00747	CP000253.1	732002	732958	+	957	579	433	197	230	3	472
gene-SAOUHSC_00748	CP000253.1	732955	733716	+	762	715	542	174	199	17	511
gene-SAOUHSC_00749	CP000253.1	733835	734863	+	1029	1602	1235	585	868	93	1219
gene-SAOUHSC_00751	CP000253.1	735180	735494	-	315	1268	999	1475	1692	185	942
gene-SAOUHSC_00752	CP000253.1	735512	736435	-	924	2011	1405	2403	2354	556	1303
gene-SAOUHSC_00753	CP000253.1	736562	737080	-	519	223	200	395	517	21	177
gene-SAOUHSC_00754	CP000253.1	737200	738078	+	879	1870	1131	1306	1679	97	1384
gene-SAOUHSC_00755	CP000253.1	738232	738552	+	321	9259	8206	4167	4765	325	6590
gene-SAOUHSC_00756	CP000253.1	738977	740101	+	1125	4699	4583	3786	4836	1392	3349
gene-SAOUHSC_00757	CP000253.1	740290	741516	-	1227	9683	6501	6496	7764	2025	6714
gene-SAOUHSC_00758	CP000253.1	741530	742024	-	495	535	341	497	661	96	325
gene-SAOUHSC_00759	CP000253.1	742042	742803	-	762	411	255	524	533	58	232
gene-SAOUHSC_00760	CP000253.1	742999	744069	-	1071	25982	19860	4394	3980	320	26942
gene-SAOUHSC_00762	CP000253.1	744387	745442	+	1056	2858	2050	4053	5940	664	2283
gene-SAOUHSC_00763	CP000253.1	745612	746253	-	642	2055	1459	2779	2881	891	1032
gene-SAOUHSC_00764	CP000253.1	746397	746780	+	384	4977	3375	3928	2490	331	3778
gene-SAOUHSC_00765	CP000253.1	747288	748226	+	939	662	623	229	195	9	633
gene-SAOUHSC_00766	CP000253.1	748219	748893	+	675	677	503	350	430	67	513
gene-SAOUHSC_00767	CP000253.1	748954	749526	+	573	20414	17488	51003	68741	7089	10712
gene-SAOUHSC_00769	CP000253.1	749940	752471	+	2532	41679	32220	44082	54842	14868	25532
gene-SAOUHSC_00770	CP000253.1	752513	752617	+	105	87	62	102	126	42	82
gene-SAOUHSC_00771	CP000253.1	753021	753896	+	876	3876	2663	4236	6772	2154	2840
gene-SAOUHSC_00772	CP000253.1	754050	754157	+	108	7	7	1	5	1	6
gene-SAOUHSC_00773	CP000253.1	754305	755144	+	840	1269	970	419	610	51	1051
gene-SAOUHSC_00774	CP000253.1	755318	755968	+	651	614	293	1897	2954	146	346
gene-SAOUHSC_00775	CP000253.1	755965	756201	+	237	191	86	520	594	23	97
gene-SAOUHSC_00776	CP000253.1	756470	757501	+	1032	5797	4203	2389	2560	458	4293
gene-SAOUHSC_00778	CP000253.1	757511	758527	+	1017	0	0	0	0	0	0
gene-SAOUHSC_A00747	CP000253.1	758565	758723	-	159	2	0	0	0	0	5
gene-SAOUHSC_00779	CP000253.1	758680	759654	+	975	8637	6133	3852	4198	606	6592
gene-SAOUHSC_00780	CP000253.1	759662	762508	+	2847	35082	25616	15911	15564	5580	28978
gene-SAOUHSC_00781	CP000253.1	763170	764102	+	933	1931	1899	6342	9512	1595	1094
gene-SAOUHSC_00782	CP000253.1	764108	764947	+	840	734	707	2801	4600	915	439
gene-SAOUHSC_00783	CP000253.1	764955	765440	+	486	532	474	1636	2586	330	338
gene-SAOUHSC_00784	CP000253.1	765448	766887	+	1440	2358	1909	4911	5838	394	1470
gene-SAOUHSC_00785	CP000253.1	766954	767889	+	936	9056	7347	15506	20752	7292	4060
gene-SAOUHSC_00786	CP000253.1	768263	768688	-	426	209	150	151	145	119	93
gene-SAOUHSC_00787	CP000253.1	768982	769794	+	813	3428	3465	5137	8634	878	2151
gene-SAOUHSC_00788	CP000253.1	769791	770786	+	996	11186	12342	26942	35532	16598	7162
gene-SAOUHSC_00789	CP000253.1	770896	771840	+	945	16559	15930	27926	38962	8150	10628
gene-SAOUHSC_T0005	CP000253.1	772155	772226	-	72	38	32	184	168	14	22
gene-SAOUHSC_00790	CP000253.1	772413	773000	+	588	18713	14848	13485	10543	1380	11070
gene-SAOUHSC_00792	CP000253.1	773243	774145	-	903	2835	2641	14443	15545	4405	1961
gene-SAOUHSC_00793	CP000253.1	774848	775477	+	630	6226	6731	24306	44459	15422	4631
gene-SAOUHSC_00794	CP000253.1	776119	777132	+	1014	38584	30428	101817	74444	33449	24575
gene-SAOUHSC_00795	CP000253.1	777185	778195	+	1011	57754	47748	300838	266932	93843	34632
gene-SAOUHSC_00796	CP000253.1	778334	779524	+	1191	14318	10538	85411	80964	21414	8358
gene-SAOUHSC_00797	CP000253.1	779646	780407	+	762	14127	11729	79073	89878	22618	8966
gene-SAOUHSC_00798	CP000253.1	780410	781927	+	1518	28479	21978	146950	154302	86805	17274
gene-SAOUHSC_00799	CP000253.1	782057	783361	+	1305	39627	31156	153758	148759	104070	21423
gene-SAOUHSC_00800	CP000253.1	783701	784159	+	459	3606	2694	5189	5045	154	3222
gene-SAOUHSC_00801	CP000253.1	784184	784459	+	276	9394	8985	8347	13536	5815	7134
gene-SAOUHSC_00802	CP000253.1	784575	785315	+	741	16248	17011	9154	12611	1992	14685
gene-SAOUHSC_00803	CP000253.1	785349	787721	+	2373	71243	74449	49210	56319	11352	62734
gene-SAOUHSC_00804	CP000253.1	787743	788207	+	465	15607	15562	10721	14442	3401	13435
gene-SAOUHSC_00805	CP000253.1	788981	789262	+	282	77	61	45	26	7	64
gene-SAOUHSC_00806	CP000253.1	789529	789852	-	324	1247	730	330	533	46	1309
gene-SAOUHSC_00807	CP000253.1	789868	790014	-	147	861	489	207	244	51	636
gene-SAOUHSC_00808	CP000253.1	790206	790934	-	729	2130	1319	852	933	84	1813
gene-SAOUHSC_00809	CP000253.1	791370	791525	+	156	9	10	6	3	1	6
gene-SAOUHSC_00810	CP000253.1	791533	792054	+	522	171	205	494	900	133	146
gene-SAOUHSC_00811	CP000253.1	792193	792723	+	531	800	757	1570	2936	489	654
gene-SAOUHSC_00812	CP000253.1	792986	795769	+	2784	115386	117869	122806	112172	130602	73966
gene-SAOUHSC_00813	CP000253.1	795990	796109	+	120	129	120	165	72	20	103
gene-SAOUHSC_00814	CP000253.1	796163	797515	+	1353	2601	1718	2320	819	108	1676
gene-SAOUHSC_00816	CP000253.1	797866	798888	+	1023	686	503	1813	1530	163	412
gene-SAOUHSC_00817	CP000253.1	799223	799693	+	471	439	360	951	858	257	221
gene-SAOUHSC_00818	CP000253.1	800034	800720	+	687	254	114	46	56	5	160
gene-SAOUHSC_00819	CP000253.1	801077	801277	+	201	52909	38231	91452	61378	14237	33085
gene-SAOUHSC_00820	CP000253.1	801773	801991	-	219	1791	1595	3057	2726	276	1331
gene-SAOUHSC_00821	CP000253.1	802053	802337	-	285	893	896	1790	1629	206	644
gene-SAOUHSC_00822	CP000253.1	802425	802994	-	570	397	316	881	1173	312	221
gene-SAOUHSC_00823	CP000253.1	803182	803370	-	189	953	728	2273	1923	225	909
gene-SAOUHSC_00824	CP000253.1	803399	803659	-	261	911	678	2070	2725	312	752
gene-SAOUHSC_00825	CP000253.1	804000	804203	+	204	909	687	440	401	41	705
gene-SAOUHSC_00826	CP000253.1	804200	804436	-	237	4192	4443	14949	14474	943	2818
gene-SAOUHSC_00827	CP000253.1	804682	805242	+	561	7094	5364	1551	1307	450	6416
gene-SAOUHSC_00828	CP000253.1	805315	805932	-	618	1682	1262	6099	5572	537	1351
gene-SAOUHSC_00830	CP000253.1	806087	806581	-	495	8423	6901	7139	6304	463	6815
gene-SAOUHSC_00831	CP000253.1	806980	807402	-	423	2529	2842	6410	7502	3525	1736
gene-SAOUHSC_00832	CP000253.1	807550	808266	+	717	679	501	485	565	35	464
gene-SAOUHSC_00833	CP000253.1	808349	808888	+	540	8636	6865	4278	6504	1387	5821
gene-SAOUHSC_00834	CP000253.1	809038	809358	-	321	1651	1235	2715	2232	837	741
gene-SAOUHSC_00835	CP000253.1	809502	809858	+	357	475	365	3154	5464	129	221
gene-SAOUHSC_00836	CP000253.1	810016	810396	+	381	4235	3545	11954	16605	1044	2595
gene-SAOUHSC_00837	CP000253.1	810460	810573	+	114	48	52	74	150	7	52
gene-SAOUHSC_00838	CP000253.1	810575	811453	+	879	1437	1478	1151	1139	112	1040
gene-SAOUHSC_00839	CP000253.1	811872	811985	+	114	191	173	144	141	54	116
gene-SAOUHSC_00840	CP000253.1	812195	812581	+	387	1023	1049	1573	1379	219	740
gene-SAOUHSC_00841	CP000253.1	812574	812870	+	297	544	609	1064	1210	157	501
gene-SAOUHSC_00842	CP000253.1	813120	814145	+	1026	13367	10438	30766	54230	11151	12980
gene-SAOUHSC_00843	CP000253.1	814138	814833	+	696	7123	5613	10867	20439	3873	6536
gene-SAOUHSC_00844	CP000253.1	814851	815672	+	822	15440	11069	16653	37120	3095	15725
gene-SAOUHSC_00845	CP000253.1	816026	816220	+	195	69303	54934	122792	129953	5856	36963
gene-SAOUHSC_00846	CP000253.1	816453	817304	-	852	975	799	469	360	81	976
gene-SAOUHSC_00847	CP000253.1	817632	818393	+	762	55019	57021	26726	26394	6105	42660
gene-SAOUHSC_00848	CP000253.1	818491	819798	+	1308	105757	98783	44182	37128	8512	79611
gene-SAOUHSC_00849	CP000253.1	819904	821154	+	1251	117395	109749	45451	47200	19332	89905
gene-SAOUHSC_00850	CP000253.1	821144	821608	+	465	51876	50003	18442	21083	7115	41103
gene-SAOUHSC_00851	CP000253.1	821759	823156	+	1398	129571	113032	49849	61808	9542	97849
gene-SAOUHSC_00852	CP000253.1	823343	823480	+	138	47	46	14	19	5	46
gene-SAOUHSC_00853	CP000253.1	823486	823800	-	315	81	52	295	180	17	79
gene-SAOUHSC_00854	CP000253.1	824165	825205	+	1041	1785	1629	6031	6955	1405	1163
gene-SAOUHSC_00855	CP000253.1	825219	826286	+	1068	1121	1034	3035	4028	2354	705
gene-SAOUHSC_00857	CP000253.1	826353	826451	+	99	41	50	46	81	47	39
gene-SAOUHSC_00858	CP000253.1	826499	827347	+	849	929	771	1442	1716	127	521
gene-SAOUHSC_00859	CP000253.1	827360	828187	+	828	627	452	954	1101	232	390
gene-SAOUHSC_00860	CP000253.1	828214	829533	+	1320	1929	1542	2648	3263	373	1100
gene-SAOUHSC_00861	CP000253.1	829617	830534	+	918	10282	9690	17577	18957	4083	7087
gene-SAOUHSC_00862	CP000253.1	830664	831047	+	384	718	643	1353	1369	140	465
gene-SAOUHSC_00863	CP000253.1	831126	831392	-	267	909	690	878	1010	46	584
gene-SAOUHSC_00864	CP000253.1	831490	831924	+	435	309	297	899	1070	46	213
gene-SAOUHSC_00865	CP000253.1	831924	832703	+	780	937	723	1982	2031	337	645
gene-SAOUHSC_00866	CP000253.1	832811	833695	+	885	2075	1658	2887	3460	644	1355
gene-SAOUHSC_00867	CP000253.1	833949	834059	+	111	1	1	1	3	1	1
gene-SAOUHSC_00868	CP000253.1	834056	834259	+	204	343	348	2258	8203	189	425
gene-SAOUHSC_00869	CP000253.1	834275	835732	+	1458	12440	11021	35591	53931	3368	8816
gene-SAOUHSC_00870	CP000253.1	835729	836943	+	1215	7163	5733	14785	14788	649	5676
gene-SAOUHSC_00871	CP000253.1	836961	837197	+	237	1686	1314	3087	5520	179	1668
gene-SAOUHSC_00872	CP000253.1	837194	838369	+	1176	12352	9545	18378	19876	1037	9021
gene-SAOUHSC_00873	CP000253.1	838632	838874	-	243	7028	4408	6250	5377	987	4478
gene-SAOUHSC_00874	CP000253.1	838975	839298	+	324	1106	566	447	451	51	873
gene-SAOUHSC_00875	CP000253.1	839357	840421	-	1065	10926	8514	8832	8234	3321	7054
gene-SAOUHSC_00876	CP000253.1	840738	840974	+	237	1232	904	1931	3002	462	590
gene-SAOUHSC_00877	CP000253.1	840987	841346	+	360	1797	1442	2956	3101	802	885
gene-SAOUHSC_00878	CP000253.1	841800	843008	+	1209	17228	13278	25267	27151	6331	10601
gene-SAOUHSC_00879	CP000253.1	843139	844614	+	1476	1869	1401	2505	3566	476	937
gene-SAOUHSC_00880	CP000253.1	845025	846341	+	1317	7803	6764	9837	6260	1061	5228
gene-SAOUHSC_00881	CP000253.1	846360	846734	+	375	4822	4074	4564	4749	765	3172
gene-SAOUHSC_00882	CP000253.1	846790	847944	-	1155	8204	4266	258	408	63	3453
gene-SAOUHSC_00883	CP000253.1	848193	848549	-	357	2481	1624	3706	4511	456	1692
gene-SAOUHSC_00884	CP000253.1	848527	848820	-	294	809	680	1432	1437	742	523
gene-SAOUHSC_00885	CP000253.1	848820	849299	-	480	2959	2498	5452	9272	809	2373
gene-SAOUHSC_00886	CP000253.1	849301	850797	-	1497	7315	6369	13582	16136	2385	5080
gene-SAOUHSC_00887	CP000253.1	850790	851119	-	330	1746	1526	3427	5209	505	1174
gene-SAOUHSC_00888	CP000253.1	851131	851559	-	429	1716	1426	3747	4458	499	1196
gene-SAOUHSC_00889	CP000253.1	851552	853957	-	2406	8186	7276	21657	28324	4064	5184
gene-SAOUHSC_00890	CP000253.1	854088	854471	-	384	117	96	418	516	49	70
gene-SAOUHSC_00891	CP000253.1	854535	855128	+	594	4509	3278	5072	5236	2586	2587
gene-SAOUHSC_00892	CP000253.1	855577	855921	+	345	5837	5358	6979	8767	2170	3659
gene-SAOUHSC_00893	CP000253.1	856283	857410	+	1128	1280	1056	3179	5501	1745	596
gene-SAOUHSC_00894	CP000253.1	857718	858908	+	1191	5237	5724	15189	19464	2737	2865
gene-SAOUHSC_00895	CP000253.1	859017	860261	+	1245	17252	17015	24147	31412	7490	10719
gene-SAOUHSC_00896	CP000253.1	860487	860678	+	192	1976	1781	835	843	904	1045
gene-SAOUHSC_00897	CP000253.1	860764	861693	-	930	975	723	630	939	105	901
gene-SAOUHSC_00898	CP000253.1	861935	863314	-	1380	32933	29731	1137	7383	569	43591
gene-SAOUHSC_00899	CP000253.1	863304	864509	-	1206	16619	14924	941	7070	1307	21643
gene-SAOUHSC_00900	CP000253.1	864860	866191	+	1332	9459	6790	21542	21533	3186	5227
gene-SAOUHSC_00901	CP000253.1	866516	867091	+	576	1682	1307	4024	7005	391	1223
gene-SAOUHSC_00902	CP000253.1	867096	867620	+	525	2230	2024	3707	5678	1123	1714
gene-SAOUHSC_00903	CP000253.1	867744	868211	+	468	2699	2347	2748	3565	268	1676
gene-SAOUHSC_00904	CP000253.1	868371	871847	+	3477	5415	4766	5849	7296	877	3930
gene-SAOUHSC_00905	CP000253.1	871848	875501	+	3654	12559	10213	10734	12813	2373	9411
gene-SAOUHSC_00906	CP000253.1	875667	876569	+	903	9382	7571	20046	25542	7518	5716
gene-SAOUHSC_00907	CP000253.1	876898	877287	+	390	1429	959	1394	1498	488	928
gene-SAOUHSC_00908	CP000253.1	877458	878774	-	1317	5996	5328	11728	13179	4774	3346
gene-SAOUHSC_00909	CP000253.1	878826	879650	-	825	2235	1939	3673	4002	700	1275
gene-SAOUHSC_00910	CP000253.1	879806	880072	+	267	2881	3077	5815	7442	914	1909
gene-SAOUHSC_00911	CP000253.1	880619	882433	+	1815	2603	1505	533	524	37	1686
gene-SAOUHSC_00912	CP000253.1	882636	885245	+	2610	370625	361303	59109	18972	1753	242608
gene-SAOUHSC_00913	CP000253.1	885304	886173	-	870	71	36	51	54	1	46
gene-SAOUHSC_00914	CP000253.1	886283	887428	+	1146	601	877	48	36	3	594
gene-SAOUHSC_00915	CP000253.1	887412	888053	+	642	307	447	72	82	7	385
gene-SAOUHSC_00916	CP000253.1	888046	889164	+	1119	201	205	93	73	10	191
gene-SAOUHSC_00917	CP000253.1	889148	889663	+	516	193	264	140	178	20	159
gene-SAOUHSC_00918	CP000253.1	889974	890408	+	435	2042	1617	675	633	469	1723
gene-SAOUHSC_00919	CP000253.1	890665	890850	-	186	1612	1275	3807	2753	122	984
gene-SAOUHSC_00920	CP000253.1	891145	892086	+	942	1942	1592	4063	7666	3225	1527
gene-SAOUHSC_00921	CP000253.1	892098	893342	+	1245	8377	6760	17764	27709	16668	5967
gene-SAOUHSC_00922	CP000253.1	893397	893768	-	372	63	25	230	168	6	27
gene-SAOUHSC_00923	CP000253.1	894011	894937	+	927	484	392	5198	4805	463	359
gene-SAOUHSC_00924	CP000253.1	894937	896007	+	1071	679	579	4829	5566	1098	547
gene-SAOUHSC_00925	CP000253.1	896024	897106	+	1083	1411	1317	7921	11618	3094	1344
gene-SAOUHSC_00926	CP000253.1	897096	898037	+	942	1697	1273	8300	12485	3040	1679
gene-SAOUHSC_00927	CP000253.1	898056	899711	+	1656	7138	4862	22674	30735	6600	6327
gene-SAOUHSC_00928	CP000253.1	899923	901638	+	1716	492	261	448	712	108	272
gene-SAOUHSC_00929	CP000253.1	901689	902675	+	987	147	99	155	253	19	87
gene-SAOUHSC_00930	CP000253.1	902678	903658	+	981	175	103	135	239	53	91
gene-SAOUHSC_00931	CP000253.1	903651	904613	+	963	189	86	151	238	20	125
gene-SAOUHSC_00932	CP000253.1	904625	905506	+	882	582	333	359	490	125	367
gene-SAOUHSC_00933	CP000253.1	905548	906537	-	990	3921	2652	5072	6377	533	3210
gene-SAOUHSC_00934	CP000253.1	906832	907227	+	396	377083	306482	203508	252737	36561	283007
gene-SAOUHSC_00935	CP000253.1	907598	908317	+	720	34136	29780	31493	39578	3338	19188
gene-SAOUHSC_00936	CP000253.1	908438	909424	+	987	222	194	52	73	6	202
gene-SAOUHSC_00937	CP000253.1	909472	911280	+	1809	1234	826	5900	8247	822	703
gene-SAOUHSC_00938	CP000253.1	911740	912546	-	807	3333	2488	3529	4257	466	2125
gene-SAOUHSC_00939	CP000253.1	912569	912886	-	318	1297	930	2193	2623	195	759
gene-SAOUHSC_00940	CP000253.1	913038	913631	-	594	462	335	1246	956	71	226
gene-SAOUHSC_00941	CP000253.1	913817	914164	+	348	1447	1187	2073	2985	121	977
gene-SAOUHSC_00942	CP000253.1	914181	914816	+	636	3882	3306	4800	6804	964	2516
gene-SAOUHSC_00943	CP000253.1	914833	915642	+	810	6744	5597	7060	7929	1531	4377
gene-SAOUHSC_00944	CP000253.1	915639	916493	+	855	2095	1612	2322	3274	465	1496
gene-SAOUHSC_00945	CP000253.1	916514	917899	+	1386	3429	3075	3862	6256	1147	2637
gene-SAOUHSC_00946	CP000253.1	917909	919753	+	1845	6004	4939	7446	8784	1209	4622
gene-SAOUHSC_00947	CP000253.1	920031	920801	+	771	11073	8647	13875	13728	1611	7316
gene-SAOUHSC_00948	CP000253.1	920996	922081	-	1086	3867	3146	12009	11991	665	2839
gene-SAOUHSC_00949	CP000253.1	922423	923991	+	1569	654	783	17230	19863	2313	425
gene-SAOUHSC_00950	CP000253.1	924133	924891	+	759	726	624	2318	2349	253	528
gene-SAOUHSC_00951	CP000253.1	925085	925594	+	510	9899	7019	13970	15276	1082	6396
gene-SAOUHSC_00952	CP000253.1	925707	926915	-	1209	6615	4357	3350	2927	253	4447
gene-SAOUHSC_00953	CP000253.1	926875	928050	-	1176	7190	5295	5790	6702	607	4812
gene-SAOUHSC_00954	CP000253.1	928483	929964	+	1482	4702	3887	4790	6173	1662	3757
gene-SAOUHSC_00955	CP000253.1	929948	930208	+	261	897	623	750	1431	198	917
gene-SAOUHSC_00956	CP000253.1	930208	931770	+	1563	10749	7889	7628	9825	2195	9367
gene-SAOUHSC_00957	CP000253.1	932072	932875	+	804	3644	3252	8357	6944	4106	2324
gene-SAOUHSC_00958	CP000253.1	933094	935418	+	2325	2376	1747	2121	2991	262	1797
gene-SAOUHSC_00959	CP000253.1	935435	936793	+	1359	7204	5291	4573	5661	538	5872
gene-SAOUHSC_00960	CP000253.1	936932	938443	+	1512	2495	1580	4285	4747	720	1673
gene-SAOUHSC_T00049	CP000253.1	938623	938711	-	89	274	214	163	11	302	108
gene-SAOUHSC_T0008	CP000253.1	938714	938788	-	75	295	229	107	45	74	281
gene-SAOUHSC_00961	CP000253.1	938930	939460	-	531	15703	9743	524	539	52	17179
gene-SAOUHSC_00962	CP000253.1	939709	939927	+	219	2803	2979	40331	64021	13465	1616
gene-SAOUHSC_00963	CP000253.1	940008	940994	-	987	1381	1002	1871	3313	218	839
gene-SAOUHSC_00964	CP000253.1	941193	941369	+	177	1768	1572	2138	2344	78	1229
gene-SAOUHSC_00965	CP000253.1	941384	941986	+	603	6112	4391	7747	6051	680	5006
gene-SAOUHSC_00966	CP000253.1	942257	942364	+	108	2138	1746	1986	616	1522	988
gene-SAOUHSC_00967	CP000253.1	942903	943004	+	102	2	0	2	9	1	2
gene-SAOUHSC_00968	CP000253.1	943330	945294	+	1965	290	193	882	917	119	234
gene-SAOUHSC_00969	CP000253.1	945297	945617	+	321	198	128	220	285	26	192
gene-SAOUHSC_00970	CP000253.1	945614	946255	+	642	533	342	379	295	49	380
gene-SAOUHSC_00971	CP000253.1	946343	946633	-	291	984	528	1007	279	38	1001
gene-SAOUHSC_00972	CP000253.1	946912	947199	+	288	110	76	380	361	21	79
gene-SAOUHSC_00973	CP000253.1	947205	947912	+	708	341	239	975	792	75	311
gene-SAOUHSC_00974	CP000253.1	947905	948687	+	783	2133	1370	1488	1631	87	1437
gene-SAOUHSC_00975	CP000253.1	948776	949132	-	357	746	509	4083	3533	98	482
gene-SAOUHSC_00976	CP000253.1	949716	950579	+	864	886	664	287	269	57	694
gene-SAOUHSC_00977	CP000253.1	950625	950756	-	132	498	487	2328	2825	210	276
gene-SAOUHSC_00978	CP000253.1	950820	951110	-	291	71	59	154	117	8	65
gene-SAOUHSC_00979	CP000253.1	951200	951751	+	552	279	185	620	673	66	127
gene-SAOUHSC_00980	CP000253.1	951802	952740	-	939	8172	5085	3963	4363	478	6792
gene-SAOUHSC_00981	CP000253.1	952891	952995	+	105	289	209	148	108	20	156
gene-SAOUHSC_00982	CP000253.1	953072	954283	+	1212	2579	1798	1354	1493	125	1578
gene-SAOUHSC_00983	CP000253.1	954270	955943	+	1674	7232	5404	6647	8498	2101	3991
gene-SAOUHSC_00984	CP000253.1	955930	956733	+	804	4862	3263	3667	4207	657	3042
gene-SAOUHSC_00985	CP000253.1	956726	957547	+	822	11983	9420	11620	11436	3668	6861
gene-SAOUHSC_00986	CP000253.1	957786	958115	-	330	2072	1078	314	429	50	1794
gene-SAOUHSC_00987	CP000253.1	958153	959334	-	1182	5672	3141	943	1050	125	5300
gene-SAOUHSC_00988	CP000253.1	959416	960426	-	1011	3915	2096	428	497	176	3802
gene-SAOUHSC_00989	CP000253.1	960954	962108	-	1155	2336	2176	8508	13214	1411	1618
gene-SAOUHSC_00991	CP000253.1	962304	963314	-	1011	622	533	1328	1174	73	548
gene-SAOUHSC_00992	CP000253.1	963467	963886	+	420	1622	1051	292	255	16	1437
gene-SAOUHSC_00993	CP000253.1	963913	964023	+	111	339	221	63	40	2	293
gene-SAOUHSC_00994	CP000253.1	964093	967863	-	3771	24665	23486	61620	61987	18885	23450
gene-SAOUHSC_00995	CP000253.1	968091	968525	-	435	361	303	628	798	184	268
gene-SAOUHSC_00996	CP000253.1	968680	969150	-	471	14123	8543	7494	9153	573	10016
gene-SAOUHSC_00997	CP000253.1	969198	970415	-	1218	26096	17240	16049	23621	3255	19571
gene-SAOUHSC_00998	CP000253.1	970866	972059	+	1194	12155	7908	1944	1815	72	11491
gene-SAOUHSC_00999	CP000253.1	972596	972874	-	279	12019	11135	19355	14687	2400	7187
gene-SAOUHSC_01000	CP000253.1	972883	973488	-	606	24769	23206	39597	40120	10817	16675
gene-SAOUHSC_01001	CP000253.1	973478	975466	-	1989	72887	71868	131414	148729	56462	53772
