# Program:featureCounts v1.4.6-p3; Command:"subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "2" "-a" "annotation.gff" "-o" "counts.txt" "SRR10379721.bam" "SRR10379722.bam" "SRR10379724.bam" "SRR10379725.bam" "SRR10379726.bam" "SSR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379721.bam	SRR10379722.bam	SRR10379724.bam	SRR10379725.bam	SRR10379726.bam	SSR10379723.bam
gene-SAOUHSC_00309	CP000253.1	323458	324483	+	1026	3436	3312	8373	9004	3315	2140
gene-SAOUHSC_00310	CP000253.1	324576	325922	-	1347	2554	3079	2294	1771	425	1774
gene-SAOUHSC_00311	CP000253.1	325937	326221	-	285	392	556	455	316	111	311
gene-SAOUHSC_00312	CP000253.1	326223	326666	-	444	690	920	783	431	90	433
gene-SAOUHSC_00313	CP000253.1	326671	328626	-	1956	2703	3496	6040	2614	547	1896
gene-SAOUHSC_00314	CP000253.1	328838	329257	+	420	10147	8120	4290	5008	513	5936
gene-SAOUHSC_00315	CP000253.1	329364	330719	+	1356	5548	4518	602	606	49	3214
gene-SAOUHSC_00316	CP000253.1	330823	331263	+	441	2141	1534	365	430	29	1405
gene-SAOUHSC_00317	CP000253.1	331346	332704	-	1359	4349	3313	4085	9118	1864	2788
gene-SAOUHSC_00318	CP000253.1	333012	333938	+	927	937	893	1370	2547	587	810
gene-SAOUHSC_00319	CP000253.1	333952	335013	+	1062	2599	2030	2526	4378	1465	2115
gene-SAOUHSC_00320	CP000253.1	335027	335593	+	567	1665	1257	1277	2029	308	1219
gene-SAOUHSC_00322	CP000253.1	335653	336648	-	996	525	394	840	852	193	322
gene-SAOUHSC_00323	CP000253.1	336647	337054	+	408	144	70	62	73	48	94
gene-SAOUHSC_00324	CP000253.1	337067	337612	+	546	661	466	2946	7538	1211	382
gene-SAOUHSC_00325	CP000253.1	337880	338734	+	855	315	170	238	588	29	195
gene-SAOUHSC_00326	CP000253.1	338731	339960	+	1230	811	535	343	738	227	558
gene-SAOUHSC_00327	CP000253.1	339971	341653	+	1683	1461	836	534	888	120	1035
gene-SAOUHSC_00328	CP000253.1	341746	342402	-	657	1531	1252	2794	5766	877	950
gene-SAOUHSC_00329	CP000253.1	342464	342688	-	225	771	582	1410	3499	498	389
gene-SAOUHSC_00330	CP000253.1	342788	343177	-	390	943	584	2124	5122	225	454
gene-SAOUHSC_00331	CP000253.1	343418	343621	+	204	200	152	78	158	16	177
gene-SAOUHSC_00332	CP000253.1	343618	344331	+	714	1313	902	576	734	74	1104
gene-SAOUHSC_00333	CP000253.1	344356	345198	+	843	2753	1827	1000	1382	216	2297
gene-SAOUHSC_00334	CP000253.1	345198	345827	+	630	3781	2315	2195	2637	265	2920
gene-SAOUHSC_00335	CP000253.1	346194	347327	-	1134	928	570	1941	2603	122	640
gene-SAOUHSC_A00332	CP000253.1	347735	347893	-	159	429	538	988	962	24	288
gene-SAOUHSC_00336	CP000253.1	347866	349047	+	1182	7467	6908	10269	9367	3694	5365
gene-SAOUHSC_00337	CP000253.1	349130	349882	-	753	6032	3528	2438	3306	957	3597
gene-SAOUHSC_00338	CP000253.1	349925	352153	-	2229	10950	6464	4756	8406	942	6932
gene-SAOUHSC_00339	CP000253.1	352150	353991	-	1842	4955	3184	3240	5849	867	3245
gene-SAOUHSC_00340	CP000253.1	353960	355120	-	1161	2260	1624	1893	3500	713	1424
gene-SAOUHSC_00341	CP000253.1	355117	356220	-	1104	1802	1449	2354	4328	487	1282
gene-SAOUHSC_00342	CP000253.1	356884	357729	+	846	3874	3086	1212	1567	270	3841
gene-SAOUHSC_00344	CP000253.1	357886	358767	+	882	4588	4017	1516	2345	471	4577
gene-SAOUHSC_00345	CP000253.1	358797	359000	+	204	1149	1073	589	1181	63	1229
gene-SAOUHSC_00346	CP000253.1	359012	360109	+	1098	12457	9696	4747	6764	1238	11637
gene-SAOUHSC_00347	CP000253.1	360195	360386	-	192	41440	22203	1634	942	33	29851
gene-SAOUHSC_00348	CP000253.1	360630	360926	+	297	48104	43918	24338	30665	5374	43245
gene-SAOUHSC_00349	CP000253.1	360947	361450	+	504	81754	74073	39370	48777	20463	77568
gene-SAOUHSC_00350	CP000253.1	361502	361744	+	243	39089	35740	18306	23079	11700	37240
gene-SAOUHSC_00351	CP000253.1	362010	362948	-	939	424	301	392	734	47	408
gene-SAOUHSC_00352	CP000253.1	362987	363298	-	312	187	139	149	313	67	145
gene-SAOUHSC_00353	CP000253.1	363376	363534	-	159	171	165	121	250	27	169
gene-SAOUHSC_00354	CP000253.1	363894	364505	+	612	1202	708	1144	1791	119	838
gene-SAOUHSC_00355	CP000253.1	364874	365242	+	369	265	188	180	325	10	241
gene-SAOUHSC_00356	CP000253.1	365423	365995	+	573	16141	16670	59169	72582	14369	12321
gene-SAOUHSC_00357	CP000253.1	366133	366396	-	264	3344	2289	3880	6431	336	1942
gene-SAOUHSC_00358	CP000253.1	366696	366947	+	252	27107	28668	107806	124507	77124	14640
gene-SAOUHSC_A00354	CP000253.1	366986	367195	-	210	83	61	41	40	9	108
gene-SAOUHSC_00359	CP000253.1	367373	367954	+	582	1626	1302	897	890	93	1441
gene-SAOUHSC_00360	CP000253.1	368020	368403	-	384	917	854	1059	1512	163	836
gene-SAOUHSC_00362	CP000253.1	368658	369284	-	627	2457	1669	2001	2754	252	2032
gene-SAOUHSC_00363	CP000253.1	369357	369650	-	294	266	196	475	488	19	232
gene-SAOUHSC_00364	CP000253.1	369729	371252	-	1524	89747	78313	32701	55874	10280	61442
gene-SAOUHSC_00365	CP000253.1	371268	371837	-	570	33387	29743	15783	29139	4230	23749
gene-SAOUHSC_00366	CP000253.1	372329	373084	+	756	6336	5652	4775	5125	1769	5647
gene-SAOUHSC_00367	CP000253.1	373165	374553	-	1389	17815	12393	2066	1849	744	15355
gene-SAOUHSC_00368	CP000253.1	374638	374739	+	102	1128	649	133	158	11	1174
gene-SAOUHSC_00369	CP000253.1	375530	376486	-	957	12532	8565	9160	11229	3976	9677
gene-SAOUHSC_00370	CP000253.1	376604	377266	-	663	4185	4025	9073	14594	1332	2822
gene-SAOUHSC_00371	CP000253.1	377409	377816	-	408	11220	10666	22656	22046	2822	6038
gene-SAOUHSC_00372	CP000253.1	378329	378907	+	579	1403	674	1651	2157	325	1093
gene-SAOUHSC_00373	CP000253.1	378907	380175	+	1269	4332	2636	4352	6151	1480	3379
gene-SAOUHSC_00374	CP000253.1	380213	381679	+	1467	10947	7521	15814	28218	8813	8888
gene-SAOUHSC_00375	CP000253.1	381704	383245	+	1542	16603	10748	23319	34529	10873	12633
gene-SAOUHSC_00376	CP000253.1	383358	383894	-	537	814	593	409	541	33	677
gene-SAOUHSC_00377	CP000253.1	384287	384991	-	705	195	138	171	193	17	186
gene-SAOUHSC_00378	CP000253.1	385390	385662	-	273	67	37	21	26	7	69
gene-SAOUHSC_00380	CP000253.1	385933	386193	+	261	196	128	197	283	19	163
gene-SAOUHSC_00381	CP000253.1	386599	386958	-	360	501	378	308	396	45	340
gene-SAOUHSC_00382	CP000253.1	386977	387822	-	846	1005	783	626	823	108	669
gene-SAOUHSC_00383	CP000253.1	388294	388974	+	681	1994	1635	894	1238	113	1542
gene-SAOUHSC_00384	CP000253.1	389260	389955	+	696	661	440	307	382	50	438
gene-SAOUHSC_00386	CP000253.1	390246	391316	+	1071	812	534	268	311	52	676
gene-SAOUHSC_00387	CP000253.1	391435	391572	+	138	21	19	10	6	0	21
gene-SAOUHSC_00389	CP000253.1	391681	392607	+	927	400	277	228	246	40	291
gene-SAOUHSC_00390	CP000253.1	392971	393675	+	705	310	154	105	75	6	192
gene-SAOUHSC_A00379	CP000253.1	393579	393878	-	300	36	25	12	5	0	28
gene-SAOUHSC_00391	CP000253.1	394121	394816	+	696	478	287	174	223	41	302
gene-SAOUHSC_00392	CP000253.1	395237	395932	+	696	684	410	454	504	42	557
gene-SAOUHSC_00393	CP000253.1	396276	396974	+	699	384	188	174	173	15	227
gene-SAOUHSC_00394	CP000253.1	397354	398052	+	699	363	208	169	204	13	307
gene-SAOUHSC_00395	CP000253.1	398418	399101	+	684	751	423	342	501	14	609
gene-SAOUHSC_00396	CP000253.1	399186	399287	-	102	63	35	25	28	0	37
gene-SAOUHSC_00397	CP000253.1	399449	400921	+	1473	889	599	2051	2069	677	564
gene-SAOUHSC_00398	CP000253.1	400914	402125	+	1212	460	298	702	833	277	370
gene-SAOUHSC_00399	CP000253.1	402508	403185	+	678	201	167	178	220	9	130
gene-SAOUHSC_00400	CP000253.1	403207	404715	+	1509	1375	1018	929	1080	196	868
gene-SAOUHSC_00401	CP000253.1	404819	405127	-	309	6683	5061	4412	3340	308	3332
gene-SAOUHSC_00402	CP000253.1	405465	406283	+	819	230	144	220	310	25	190
gene-SAOUHSC_00404	CP000253.1	406302	407087	+	786	351	235	285	327	52	356
gene-SAOUHSC_00405	CP000253.1	407345	408082	+	738	688	415	875	1409	134	627
gene-SAOUHSC_00406	CP000253.1	408072	409400	+	1329	1751	1076	1855	2060	301	1399
gene-SAOUHSC_00407	CP000253.1	409397	409720	+	324	604	387	599	941	64	513
gene-SAOUHSC_00408	CP000253.1	409739	410053	+	315	699	462	632	850	120	548
gene-SAOUHSC_00409	CP000253.1	410343	410603	-	261	1087	521	298	472	25	905
gene-SAOUHSC_00410	CP000253.1	410722	411924	+	1203	11017	6917	544	734	108	8382
gene-SAOUHSC_00411	CP000253.1	412193	412321	+	129	715	442	20	20	2	564
gene-SAOUHSC_00412	CP000253.1	413512	414996	+	1485	4278	3873	9179	10188	2485	2754
gene-SAOUHSC_00413	CP000253.1	415009	417714	+	2706	12468	12807	29391	38603	15323	7603
gene-SAOUHSC_00414	CP000253.1	417876	418238	+	363	3423	2695	7325	8911	1468	2182
gene-SAOUHSC_00415	CP000253.1	418467	418883	-	417	128	99	308	460	42	87
gene-SAOUHSC_00416	CP000253.1	418921	419595	+	675	2152	1693	1926	2645	244	1404
gene-SAOUHSC_00417	CP000253.1	419632	420366	+	735	3851	2850	3314	3878	532	2695
gene-SAOUHSC_00418	CP000253.1	420544	420657	+	114	104	88	38	45	14	75
gene-SAOUHSC_00420	CP000253.1	420822	422159	+	1338	7902	4517	11166	16730	2912	4521
gene-SAOUHSC_00421	CP000253.1	422376	423290	+	915	3320	2101	167	194	59	2911
gene-SAOUHSC_00422	CP000253.1	423274	424416	+	1143	13851	7588	412	408	75	12250
gene-SAOUHSC_00423	CP000253.1	424710	425735	+	1026	3427	2326	900	1667	179	3144
gene-SAOUHSC_00424	CP000253.1	425739	426398	+	660	1872	1248	295	572	98	1735
gene-SAOUHSC_00426	CP000253.1	426435	427277	+	843	7045	4134	994	2452	138	6114
gene-SAOUHSC_00427	CP000253.1	427609	428613	+	1005	2733	2471	12759	14493	6603	3235
gene-SAOUHSC_00428	CP000253.1	428798	429067	-	270	1912	1117	1161	859	22	1443
gene-SAOUHSC_00429	CP000253.1	429216	429611	+	396	655	552	603	783	156	549
gene-SAOUHSC_00430	CP000253.1	429601	430086	+	486	2680	1899	1808	2357	944	1978
gene-SAOUHSC_00431	CP000253.1	430255	431037	-	783	2880	1761	971	1652	185	2381
gene-SAOUHSC_00433	CP000253.1	431034	432152	-	1119	1715	1089	1165	1981	424	1243
gene-SAOUHSC_00434	CP000253.1	432267	433151	-	885	599	430	439	494	49	411
gene-SAOUHSC_00435	CP000253.1	433332	437831	+	4500	16852	10395	85461	124658	28739	20673
gene-SAOUHSC_00436	CP000253.1	437849	439312	+	1464	13932	8561	34983	43436	12622	17058
gene-SAOUHSC_T00048	CP000253.1	439581	439673	+	93	4322	2847	2271	1327	933	3482
gene-SAOUHSC_00437	CP000253.1	440144	441571	+	1428	8787	15112	6673	7467	1790	8634
gene-SAOUHSC_00438	CP000253.1	441635	443275	+	1641	3378	4744	1200	1564	360	3425
gene-SAOUHSC_00439	CP000253.1	443300	444028	+	729	2544	2920	926	1040	231	2556
gene-SAOUHSC_00440	CP000253.1	444428	444529	+	102	452	352	58	30	16	412
gene-SAOUHSC_00441	CP000253.1	444667	445191	+	525	1195	997	1427	1782	365	1110
gene-SAOUHSC_00442	CP000253.1	445284	446957	+	1674	12544	11760	7074	8621	2074	12914
gene-SAOUHSC_00444	CP000253.1	447047	447364	+	318	5336	5220	5008	7984	3386	5396
gene-SAOUHSC_00445	CP000253.1	447371	447967	+	597	10253	8059	7482	9576	2645	9402
gene-SAOUHSC_00446	CP000253.1	448172	448270	+	99	56	52	18	16	4	51
gene-SAOUHSC_R0001	CP000253.1	448819	450374	+	1556	2533	1325	3764	2863	6343	326
gene-SAOUHSC_R0006	CP000253.1	450739	453661	+	2923	14233	15471	12730	9215	19318	4153
gene-SAOUHSC_R00011	CP000253.1	453734	453847	+	114	7	21	1	1	6	15
gene-SAOUHSC_00450	CP000253.1	454730	456067	+	1338	1015	653	1308	1451	218	598
gene-SAOUHSC_00451	CP000253.1	456069	456686	+	618	668	570	897	1109	116	553
gene-SAOUHSC_00452	CP000253.1	456714	457043	+	330	5271	6001	9293	13489	3014	4179
gene-SAOUHSC_00453	CP000253.1	457162	457338	-	177	246	200	650	1061	89	193
gene-SAOUHSC_00454	CP000253.1	457344	458183	+	840	680	610	2188	2920	125	616
gene-SAOUHSC_00455	CP000253.1	458184	458987	+	804	1582	1110	1074	1651	360	1340
gene-SAOUHSC_00456	CP000253.1	459034	459351	+	318	1304	846	583	599	95	997
gene-SAOUHSC_00457	CP000253.1	459625	460350	+	726	591	477	328	368	62	486
gene-SAOUHSC_00458	CP000253.1	460343	460591	+	249	198	175	125	167	28	146
gene-SAOUHSC_00459	CP000253.1	460593	461432	+	840	736	494	473	461	100	447
gene-SAOUHSC_00460	CP000253.1	461457	461612	-	156	18	10	17	13	0	15
gene-SAOUHSC_00461	CP000253.1	461717	463690	+	1974	6934	5159	12080	17678	1816	4904
gene-SAOUHSC_00462	CP000253.1	463721	464494	+	774	5301	3671	6616	9268	3938	3870
gene-SAOUHSC_00463	CP000253.1	464661	465197	+	537	490	397	1260	2565	368	390
gene-SAOUHSC_00464	CP000253.1	465208	466101	+	894	689	588	1751	2769	944	464
gene-SAOUHSC_00465	CP000253.1	466201	466464	+	264	38556	37036	26283	15736	1570	25575
gene-SAOUHSC_00466	CP000253.1	466774	467622	+	849	13408	13397	10846	15103	4091	11700
gene-SAOUHSC_00467	CP000253.1	467636	468460	+	825	16846	15520	14309	18461	2469	14600
gene-SAOUHSC_00468	CP000253.1	468477	468857	+	381	30469	29318	56505	78672	25933	22091
gene-SAOUHSC_00469	CP000253.1	468929	469231	+	303	37282	36217	57641	71679	34756	26224
gene-SAOUHSC_00470	CP000253.1	469421	469552	+	132	21	30	23	66	27	24
gene-SAOUHSC_00471	CP000253.1	469575	470927	+	1353	13800	14219	17073	17251	10380	11649
gene-SAOUHSC_00472	CP000253.1	471074	472039	+	966	16367	16622	14513	16533	3748	13732
gene-SAOUHSC_00473	CP000253.1	472097	472207	-	111	3341	2618	1921	3036	141	3034
gene-SAOUHSC_00474	CP000253.1	472189	472842	+	654	211275	174772	34172	30284	14216	222905
gene-SAOUHSC_00475	CP000253.1	473153	473725	+	573	795	581	2103	2530	406	497
gene-SAOUHSC_00477	CP000253.1	473725	477231	+	3507	8046	6122	8410	11439	2269	5688
gene-SAOUHSC_00479	CP000253.1	477221	478747	+	1527	3910	2983	3679	4656	450	2678
gene-SAOUHSC_00480	CP000253.1	478747	479940	+	1194	6466	5084	6116	8991	1821	4822
gene-SAOUHSC_00481	CP000253.1	479937	480200	+	264	1908	1562	1938	3544	488	1602
gene-SAOUHSC_00482	CP000253.1	480218	480610	+	393	3831	2384	3307	4952	639	2871
gene-SAOUHSC_00483	CP000253.1	480715	481116	+	402	11314	8540	17368	17990	2678	7419
gene-SAOUHSC_00484	CP000253.1	481296	482591	+	1296	1188	933	1765	2391	518	808
gene-SAOUHSC_00485	CP000253.1	482596	483135	+	540	1420	1311	2270	2889	468	1048
gene-SAOUHSC_00486	CP000253.1	483392	485485	+	2094	43694	37666	59731	72165	17633	27162
gene-SAOUHSC_00487	CP000253.1	485714	486595	+	882	5724	4924	6354	6860	2008	3917
gene-SAOUHSC_00488	CP000253.1	486774	487706	+	933	20861	15932	17693	27869	10934	16485
gene-SAOUHSC_00489	CP000253.1	487922	488725	+	804	772	598	730	940	193	642
gene-SAOUHSC_00490	CP000253.1	488703	489068	+	366	827	616	535	659	62	794
gene-SAOUHSC_00491	CP000253.1	489065	489541	+	477	4687	4236	2925	3297	489	4858
gene-SAOUHSC_00492	CP000253.1	489935	490027	+	93	1235	804	1083	2096	84	1590
gene-SAOUHSC_00493	CP000253.1	490080	491567	+	1488	36928	31444	25604	34562	7653	38632
gene-SAOUHSC_R00016	CP000253.1	492125	492239	+	115	179	107	58	23	52	68
gene-SAOUHSC_T00059	CP000253.1	492252	492327	+	76	104	99	27	18	22	57
gene-SAOUHSC_T00053	CP000253.1	492344	492419	+	76	1674	1677	904	275	465	1117
gene-SAOUHSC_T00035	CP000253.1	492426	492498	+	73	654	617	632	280	415	443
gene-SAOUHSC_T00021	CP000253.1	492532	492606	+	75	417	336	267	120	232	308
gene-SAOUHSC_T00030	CP000253.1	492614	492702	+	89	416	265	344	60	64	232
gene-SAOUHSC_T0004	CP000253.1	492708	492784	+	77	2351	1897	1171	1005	769	1751
gene-SAOUHSC_T00044	CP000253.1	492805	492878	+	74	293	213	387	298	226	191
gene-SAOUHSC_T0001	CP000253.1	492902	492977	+	76	756	426	392	494	346	268
gene-SAOUHSC_R0002	CP000253.1	493099	494653	+	1555	2617	1512	3983	2999	6884	350
gene-SAOUHSC_R0007	CP000253.1	495018	497940	+	2923	14081	15867	11844	8906	18275	4339
gene-SAOUHSC_R00012	CP000253.1	498013	498127	+	115	73	54	73	9	63	31
gene-SAOUHSC_00497	CP000253.1	498652	500034	-	1383	1283	799	550	563	33	839
gene-SAOUHSC_00499	CP000253.1	500138	501025	+	888	1646	1321	2422	2407	1078	1127
gene-SAOUHSC_00500	CP000253.1	501029	501589	+	561	1393	1048	2040	2335	280	950
gene-SAOUHSC_00501	CP000253.1	501797	503011	-	1215	3576	2959	12456	14185	1080	2392
gene-SAOUHSC_00502	CP000253.1	503169	503630	+	462	9085	9142	6651	2357	101	4665
gene-SAOUHSC_00503	CP000253.1	503727	504215	+	489	10778	10839	6019	3002	272	5930
gene-SAOUHSC_00504	CP000253.1	504205	505212	+	1008	24744	25383	13560	5880	233	14313
gene-SAOUHSC_00505	CP000253.1	505226	507682	+	2457	72774	66534	43698	23718	3424	37852
gene-SAOUHSC_00506	CP000253.1	507610	507768	-	159	19	29	23	3	0	10
gene-SAOUHSC_00507	CP000253.1	508197	509531	+	1335	4522	4034	13373	20483	6628	2750
gene-SAOUHSC_00508	CP000253.1	509574	510629	+	1056	3105	2516	7383	12524	1489	2012
gene-SAOUHSC_00509	CP000253.1	511186	512640	+	1455	8243	7022	16387	25075	3689	5422
gene-SAOUHSC_00510	CP000253.1	513063	513710	+	648	804	750	2276	4656	1601	471
gene-SAOUHSC_00511	CP000253.1	513694	515094	+	1401	1891	1813	6999	11650	2562	1152
gene-SAOUHSC_00512	CP000253.1	515087	515491	+	405	667	605	2495	5285	613	416
gene-SAOUHSC_00513	CP000253.1	515499	516245	+	747	1182	1067	3847	5880	2133	702
gene-SAOUHSC_00514	CP000253.1	516245	516769	+	525	1342	1194	4012	6732	899	793
gene-SAOUHSC_00515	CP000253.1	516850	517419	+	570	729	636	2434	3511	249	487
gene-SAOUHSC_00516	CP000253.1	517697	517915	+	219	2319	1876	3573	5694	628	1836
gene-SAOUHSC_00517	CP000253.1	517928	518476	+	549	5492	4731	6836	8159	2406	3786
gene-SAOUHSC_00518	CP000253.1	518657	519079	+	423	75101	64409	44870	41873	13483	57345
gene-SAOUHSC_00519	CP000253.1	519287	519979	+	693	63616	71394	53499	43923	10457	48226
gene-SAOUHSC_00520	CP000253.1	520251	520751	+	501	73365	71367	59762	95149	8592	57976
gene-SAOUHSC_00521	CP000253.1	520794	521162	+	369	43899	36186	37432	41858	11702	34785
gene-SAOUHSC_00523	CP000253.1	521337	521945	+	609	8304	8992	5600	6108	2169	6442
gene-SAOUHSC_00524	CP000253.1	522301	525711	+	3411	244431	214905	117124	119222	56465	165761
gene-SAOUHSC_00525	CP000253.1	525875	529471	+	3597	315412	256066	157354	148378	69168	194008
gene-SAOUHSC_00526	CP000253.1	529608	529862	+	255	20537	19638	12117	7120	1277	13584
gene-SAOUHSC_00527	CP000253.1	529960	530373	+	414	108211	113244	58444	72084	30044	88460
gene-SAOUHSC_00528	CP000253.1	530439	530909	+	471	106963	105809	60815	62424	26171	85930
gene-SAOUHSC_00529	CP000253.1	531032	533113	+	2082	530828	517347	332543	301147	194557	402023
gene-SAOUHSC_00530	CP000253.1	533330	534514	+	1185	393577	364039	339826	281155	187750	283449
gene-SAOUHSC_00531	CP000253.1	534796	535971	-	1176	2406	1996	4011	5546	1518	1686
gene-SAOUHSC_00532	CP000253.1	536142	537329	+	1188	6459	5826	16283	24253	3647	4450
gene-SAOUHSC_00533	CP000253.1	537595	538473	+	879	8319	6547	21187	67083	8455	3506
gene-SAOUHSC_00534	CP000253.1	538632	540269	+	1638	1065	774	1356	2143	311	661
gene-SAOUHSC_00535	CP000253.1	540483	541448	+	966	25160	21378	5145	5444	845	18479
gene-SAOUHSC_00536	CP000253.1	541783	542859	+	1077	4199	3937	19467	24002	5107	2735
gene-SAOUHSC_00537	CP000253.1	542832	543005	+	174	311	276	1663	2724	169	264
gene-SAOUHSC_00538	CP000253.1	543109	543792	+	684	453	353	1867	2841	460	322
gene-SAOUHSC_00539	CP000253.1	543908	544570	-	663	1090	778	1162	1570	168	749
gene-SAOUHSC_00540	CP000253.1	544563	545180	-	618	134	87	521	503	33	125
gene-SAOUHSC_00541	CP000253.1	545247	545717	+	471	376	271	1328	1268	382	255
gene-SAOUHSC_00542	CP000253.1	545864	546733	+	870	979	538	1626	2159	208	688
gene-SAOUHSC_00543	CP000253.1	546754	547320	+	567	1480	805	1314	1619	157	1154
gene-SAOUHSC_A00526	CP000253.1	547608	547865	-	258	0	0	0	0	0	0
gene-SAOUHSC_00544	CP000253.1	547751	550738	+	2988	32042	19531	3593	4236	2845	37993
gene-SAOUHSC_00545	CP000253.1	551105	555154	+	4050	16195	12511	7695	6278	2999	16394
gene-SAOUHSC_00547	CP000253.1	555273	556745	+	1473	1381	1009	2883	3393	225	1023
gene-SAOUHSC_00548	CP000253.1	556869	558359	-	1491	5532	4059	4123	4668	345	4673
gene-SAOUHSC_00549	CP000253.1	558641	559519	-	879	11374	9203	7238	7191	1055	7222
gene-SAOUHSC_00550	CP000253.1	559532	560197	-	666	6448	4953	5238	5851	1318	3871
gene-SAOUHSC_00551	CP000253.1	560211	560573	-	363	3514	2765	4181	5089	614	2265
gene-SAOUHSC_00552	CP000253.1	560849	561607	+	759	2283	1991	1828	2011	152	1589
gene-SAOUHSC_00553	CP000253.1	561684	562316	+	633	3875	3795	9257	14747	3344	2687
gene-SAOUHSC_00554	CP000253.1	562363	562866	+	504	4678	4577	10664	16229	8544	3179
gene-SAOUHSC_00555	CP000253.1	562979	563626	+	648	2298	1817	886	581	231	1781
gene-SAOUHSC_00556	CP000253.1	564128	565528	+	1401	31973	25116	7041	6470	1084	29166
gene-SAOUHSC_00557	CP000253.1	566072	567448	+	1377	3695	2478	350	222	25	3517
gene-SAOUHSC_00558	CP000253.1	567450	568589	+	1140	5154	3961	1147	1128	386	5039
gene-SAOUHSC_00559	CP000253.1	568564	568929	+	366	1507	923	355	467	34	1440
gene-SAOUHSC_00560	CP000253.1	568932	569201	+	270	5297	2531	881	570	64	2799
gene-SAOUHSC_00561	CP000253.1	569402	569569	-	168	233436	188110	48631	19815	904	176341
gene-SAOUHSC_00562	CP000253.1	570076	570906	-	831	3105	2615	6200	8903	2229	2691
gene-SAOUHSC_00564	CP000253.1	571090	571746	+	657	852	749	1020	1251	245	636
gene-SAOUHSC_00565	CP000253.1	571747	572127	+	381	749	655	810	1264	224	608
gene-SAOUHSC_00567	CP000253.1	572260	572628	+	369	750	561	558	881	210	534
gene-SAOUHSC_00569	CP000253.1	572749	574233	+	1485	24044	31556	74094	101124	26928	17614
gene-SAOUHSC_00571	CP000253.1	574375	574827	-	453	1007	906	1692	2717	514	728
gene-SAOUHSC_00572	CP000253.1	574840	575490	-	651	1511	1408	2617	3861	797	1123
gene-SAOUHSC_00573	CP000253.1	576153	576905	-	753	3102	2428	5527	6099	520	1419
gene-SAOUHSC_00574	CP000253.1	577073	578059	+	987	23990	20807	21169	16762	4612	19920
gene-SAOUHSC_00575	CP000253.1	578134	578898	+	765	23439	17411	16270	12460	1830	19477
gene-SAOUHSC_00577	CP000253.1	579485	580405	+	921	5019	4596	1947	2317	505	4139
gene-SAOUHSC_00578	CP000253.1	580410	581393	+	984	8495	8906	5502	5609	4283	6968
gene-SAOUHSC_00579	CP000253.1	581406	582482	+	1077	10240	10187	8152	7419	4190	8458
gene-SAOUHSC_00580	CP000253.1	582659	583000	+	342	5666	4320	1138	1483	142	4845
gene-SAOUHSC_00581	CP000253.1	583052	584374	-	1323	10524	6340	1730	2464	368	5452
gene-SAOUHSC_00582	CP000253.1	584361	584777	-	417	2200	1360	301	520	32	1131
gene-SAOUHSC_00583	CP000253.1	584859	584960	+	102	25	18	7	3	0	33
gene-SAOUHSC_00584	CP000253.1	585426	586835	+	1410	1149	1006	988	1760	215	923
